{SIL} {SIL}
<UNK> <UNK>
{NOISE} {NOISE}
{COUGH} {COUGH}
{BREATH} {BREATH}
摇头晃脑 II IAO2 T OU2 H UANG4 N AO3
市场划分 SH IX4 CH ANG3 H UA4 F EN1
军团菌病 J VN1 T UAN2 J VN1 B ING4
东西半球 D ONG1 X I1 B AN4 Q IU2
载重能力 Z AI4 ZH ONG4 N ENG2 L I4
富得流油 F U4 D E5 L IU2 II IU2
捶胸顿足 CH UI2 X IONG1 D UN4 Z U2
身外之物 SH EN1 UU UAI4 ZH IX1 UU U4
美国在线 M EI3 G UO2 Z AI4 X IAN4
问卷调查 UU UN4 J VAN4 D IAO4 CH A2
翁牛特旗 UU UENG1 N IU2 T E4 Q I2
水天一色 SH UI3 T IAN1 II I1 S E4
兔死狐悲 T U4 S IY3 H U2 B EI1
耿耿于怀 G ENG3 G ENG3 VV V2 H UAI2
狗仗人势 G OU3 ZH ANG4 R EN2 SH IX4
场区应急 CH ANG3 Q V1 II ING4 J I2
全权大使 Q VAN2 Q VAN2 D A4 SH IX3
紧密配合 J IN3 M I4 P EI4 H E2
喧宾夺主 X VAN1 B IN1 D UO2 ZH U3
东交民巷 D ONG1 J IAO1 M IN2 X IANG4
乙型肝炎 II I3 X ING2 G AN1 II IAN2
希腊字母 X I1 L A4 Z IY4 M U3
绥芬河市 S UI2 F EN1 H E2 SH IX4
有效期内 II IU3 X IAO4 Q I1 N EI4
置信区间 ZH IX4 X IN4 Q V1 J IAN1
揣在怀里 CH UAI1 Z AI4 H UAI2 L I3
诚惶诚恐 CH ENG2 H UANG2 CH ENG2 K ONG3
加深理解 J IA1 SH EN1 L I3 J IE3
企业集团 Q I3 II IE4 J I2 T UAN2
长期饭票 CH ANG2 Q I1 F AN4 P IAO4
影视作品 II ING3 SH IX4 Z UO4 P IN3
水力发电 SH UI3 L I4 F A1 D IAN4
失物认领 SH IX1 UU U4 R EN4 L ING3
捷足先登 J IE2 Z U2 X IAN1 D ENG1
科幻小说 K E1 H UAN4 X IAO3 SH UO1
公益活动 G ONG1 II I4 H UO2 D ONG4
优哉游哉 II IU1 Z AI1 II IU2 Z AI1
数码冲印 SH U4 M A3 CH ONG1 II IN4
高级小学 G AO1 J I2 X IAO3 X VE2
肢体冲突 ZH IX1 T I3 CH ONG1 T U1
产业工人 CH AN3 II IE4 G ONG1 R EN2
意气相投 II I4 Q I4 X IANG1 T OU2
权力平衡 Q VAN2 L I4 P ING2 H ENG2
连踢带打 L IAN2 T I1 D AI4 D A3
高职院校 G AO1 ZH IX2 VV VAN4 X IAO4
海关部门 H AI3 G UAN1 B U4 M EN2
卖淫嫖娼 M AI4 II IN2 P IAO2 CH ANG1
恍如隔世 H UANG3 R U2 G E2 SH IX4
朝阳地区 ZH AO1 II IANG2 D I4 Q V1
铁面无私 T IE3 M IAN4 UU U2 S IY1
草字头儿 C AO3 Z IY4 T OU2 EE ER5
咸宁地区 X IAN2 N ING2 D I4 Q V1
勃拉姆斯 B O2 L A1 M U3 S IY1
虽死犹荣 S UI1 S IY3 II IU2 R ONG2
哈雷彗星 H A1 L EI2 H UI4 X ING1
科学普及 K E1 X VE2 P U3 J I2
倒买倒卖 D AO3 M AI3 D AO3 M AI4
进退失据 J IN4 T UI4 SH IX1 J V4
万里长江 UU UAN4 L I3 CH ANG2 J IANG1
万无一失 UU UAN4 UU U2 II I1 SH IX1
衣冠禽兽 II I1 G UAN1 Q IN2 SH OU4
巴巴多斯 B A1 B A1 D UO1 S IY1
枕戈待旦 ZH EN3 G E1 D AI4 D AN4
文艺演出 UU UN2 II I4 II IAN3 CH U1
印度斯坦 II IN4 D U4 S IY1 T AN3
恨之入骨 H EN4 ZH IX1 R U4 G U3
标点符号 B IAO1 D IAN3 F U2 H AO4
生活垃圾 SH ENG1 H UO2 L A1 J I1
阴转多云 II IN1 ZH UAN3 D UO1 VV VN2
顺藤摸瓜 SH UN4 T ENG2 M O1 G UA1
朝气蓬勃 ZH AO1 Q I4 P ENG2 B O2
满腔热情 M AN3 Q IANG1 R E4 Q ING2
MODE M AO4 D E5
阿昔洛韦 AA A1 X I1 L UO4 UU UI2
长荣海运 CH ANG2 R ONG2 H AI3 VV VN4
图阿雷格 T U2 AA A1 L EI2 G E2
优生优育 II IU1 SH ENG1 II IU1 VV V4
小巧玲珑 X IAO2 Q IAO3 L ING2 L ONG2
美人坯子 M EI3 R EN2 P I1 Z IY5
汽车炸弹 Q I4 CH E1 ZH A4 D AN4
超乎寻常 CH AO1 H U1 X VN2 CH ANG2
产品结构 CH AN3 P IN3 J IE2 G OU4
明眸皓齿 M ING2 M OU2 H AO4 CH IX3
天公地道 T IAN1 G ONG1 D I4 D AO4
名垂青史 M ING2 CH UI2 Q ING1 SH IX3
俾路支省 B I3 L U4 ZH IX1 SH ENG3
现金基础 X IAN4 J IN1 J I1 CH U3
及物动词 J I2 UU U4 D ONG4 C IY2
名副其实 M ING2 F U4 Q I2 SH IX2
马丁内斯 M A3 D ING1 N EI4 S IY1
龙的传人 L ONG2 D E5 CH UAN2 R EN2
有口无心 II IU3 K OU3 UU U2 X IN1
保外就医 B AO3 UU UAI4 J IU4 II I1
闭门造车 B I4 M EN2 Z AO4 CH E1
平均年龄 P ING2 J VN1 N IAN2 L ING2
生命延续 SH ENG1 M ING4 II IAN2 X V4
李希霍芬 L I3 X I1 H UO4 F EN1
紧急事件 J IN3 J I2 SH IX4 J IAN4
逐渐增加 ZH U2 J IAN4 Z ENG1 J IA1
兴奋高潮 X ING1 F EN4 G AO1 CH AO2
平步青云 P ING2 B U4 Q ING1 VV VN2
越俎代庖 VV VE4 Z U3 D AI4 P AO2
人民公敌 R EN2 M IN2 G ONG1 D I2
东西湖区 D ONG1 X I1 H U2 Q V1
直布罗陀 ZH IX2 B U4 L UO2 T UO2
克里斯丁 K E4 L I3 S IY1 D ING1
寄宿学校 J I4 S U4 X VE2 X IAO4
吹枕边风 CH UI1 ZH EN3 B IAN1 F ENG1
老老实实 L AO2 L AO3 SH IX2 SH IX2
控股公司 K ONG4 G U3 G ONG1 S IY1
失去意识 SH IX1 Q V4 II I4 SH IX2
莫拉莱斯 M O4 L A1 L AI2 S IY1
人穷志短 R EN2 Q IONG2 ZH IX4 D UAN3
挤来挤去 J I3 L AI2 J I3 Q V4
文化遗产 UU UN2 H UA4 II I2 CH AN3
进退维谷 J IN4 T UI4 UU UI2 G U3
羞于启齿 X IU1 VV V2 Q I3 CH IX3
低人一等 D I1 R EN2 II I4 D ENG3
皇亲国戚 H UANG2 Q IN1 G UO2 Q I1
言听计从 II IAN2 T ING1 J I4 C ONG2
金玉良言 J IN1 VV V4 L IANG2 II IAN2
残羹剩饭 C AN2 G ENG1 SH ENG4 F AN4
精神病学 J ING1 SH EN2 B ING4 X VE2
亮菌甲素 L IANG4 J VN1 J IA3 S U4
国外市场 G UO2 UU UAI4 SH IX4 CH ANG3
威尔逊县 UU UI1 EE ER3 X VN4 X IAN4
协商会议 X IE2 SH ANG1 H UI4 II I4
太平广记 T AI4 P ING2 G UANG3 J I4
工作报告 G ONG1 Z UO4 B AO4 G AO4
氢氧化铝 Q ING1 II IANG3 H UA4 L V3
腰缠万贯 II IAO1 CH AN2 UU UAN4 G UAN4
炎黄子孙 II IAN2 H UANG2 Z IY3 S UN1
乳酪蛋糕 R U3 L AO4 D AN4 G AO1
堆积如山 D UI1 J I1 R U2 SH AN1
没大没小 M EI2 D A4 M EI2 X IAO3
平面曲线 P ING2 M IAN4 Q V1 X IAN4
互相推诿 H U4 X IANG1 T UI1 UU UI3
撒科打诨 S A1 K E1 D A3 H UN4
紫外线光 Z IY3 UU UAI4 X IAN4 G UANG1
蒙哥马利 M ENG2 G E1 M A3 L I4
生活美学 SH ENG1 H UO2 M EI3 X VE2
可想而知 K E2 X IANG3 EE ER2 ZH IX1
桑给巴尔 S ANG1 J I3 B A1 EE ER3
高空作业 G AO1 K ONG1 Z UO4 II IE4
虚张声势 X V1 ZH ANG1 SH ENG1 SH IX4
大有希望 D A4 II IU3 X I1 UU UANG4
野生生物 II IE3 SH ENG1 SH ENG1 UU U4
空客公司 K ONG1 K E4 G ONG1 S IY1
暴风骤雨 B AO4 F ENG1 ZH OU4 VV V3
安家立业 AA AN1 J IA1 L I4 II IE4
冷若冰霜 L ENG3 R UO4 B ING1 SH UANG1
高尔夫球 G AO1 EE ER3 F U1 Q IU2
首善之区 SH OU3 SH AN4 ZH IX1 Q V1
轻声细语 Q ING1 SH ENG1 X I4 VV V3
公司治理 G ONG1 S IY1 ZH IX4 L I3
桂林地区 G UI4 L IN2 D I4 Q V1
立案侦查 L I4 AA AN4 ZH EN1 CH A2
知法犯法 ZH IX1 F A3 F AN4 F A3
泛泛之交 F AN4 F AN4 ZH IX1 J IAO1
天长地久 T IAN1 CH ANG2 D I4 J IU3
早生贵子 Z AO3 SH ENG1 G UI4 Z IY3
戈兰高地 G E1 L AN2 G AO1 D I4
摩斯密码 M O2 S IY1 M I4 M A3
苦心经营 K U3 X IN1 J ING1 II ING2
咸鱼翻身 X IAN2 VV V2 F AN1 SH EN1
优胜劣败 II IU1 SH ENG4 L IE4 B AI4
孤胆英雄 G U1 D AN3 II ING1 X IONG2
卡布奇诺 K A3 B U4 Q I2 N UO4
加强管制 J IA1 Q IANG2 G UAN3 ZH IX4
明枪暗箭 M ING2 Q IANG1 AA AN4 J IAN4
旧货市场 J IU4 H UO4 SH IX4 CH ANG3
执政方式 ZH IX2 ZH ENG4 F ANG1 SH IX4
工作流程 G ONG1 Z UO4 L IU2 CH ENG2
体贴入微 T I3 T IE1 R U4 UU UI1
高架道路 G AO1 J IA4 D AO4 L U4
北伐战争 B EI3 F A2 ZH AN4 ZH ENG1
洋洋洒洒 II IANG2 II IANG2 S A3 S A3
调查结果 D IAO4 CH A2 J IE2 G UO3
空壳公司 K ONG1 K E2 G ONG1 S IY1
清末民初 Q ING1 M O4 M IN2 CH U1
无伤大雅 UU U2 SH ANG1 D A4 II IA3
电磁感应 D IAN4 C IY2 G AN3 II ING4
异病同治 II I4 B ING4 T ONG2 ZH IX4
固体物质 G U4 T I3 UU U4 ZH IX4
常年累月 CH ANG2 N IAN2 L EI3 VV VE4
贪小失大 T AN1 X IAO3 SH IX1 D A4
老两口儿 L AO3 L IANG3 K OU3 EE ER5
发财致富 F A1 C AI2 ZH IX4 F U4
皱叶欧芹 ZH OU4 II IE4 OO OU1 Q IN2
乐山地区 L E4 SH AN1 D I4 Q V1
男左女右 N AN2 Z UO3 N V3 II IU4
没有品味 M EI2 II IU3 P IN3 UU UI4
追踪报导 ZH UI1 Z ONG1 B AO4 D AO3
宜宾地区 II I2 B IN1 D I4 Q V1
自作聪明 Z IY4 Z UO4 C ONG1 M ING2
孟加拉湾 M ENG4 J IA1 L A1 UU UAN1
步步为营 B U4 B U4 UU UI2 II ING2
河北梆子 H E2 B EI3 B ANG1 Z IY3
螳臂当车 T ANG2 B I4 D ANG1 CH E1
文艺复兴 UU UN2 II I4 F U4 X ING1
传道受业 CH UAN2 D AO4 SH OU4 II IE4
立法机关 L I4 F A3 J I1 G UAN1
MALL M AO4
轻描淡写 Q ING1 M IAO2 D AN4 X IE3
居心险恶 J V1 X IN1 X IAN3 EE E4
苟且偷安 G OU3 Q IE3 T OU1 AA AN1
海峡时报 H AI3 X IA2 SH IX2 B AO4
长治久安 CH ANG2 ZH IX4 J IU3 AA AN1
盘根错节 P AN2 G EN1 C UO4 J IE2
死气沉沉 S IY3 Q I4 CH EN2 CH EN2
能源危机 N ENG2 VV VAN2 UU UI1 J I1
步步高升 B U4 B U4 G AO1 SH ENG1
头昏脑涨 T OU2 H UN1 N AO3 ZH ANG4
寅吃卯粮 II IN2 CH IX1 M AO3 L IANG2
油盐酱醋 II IU2 II IAN2 J IANG4 C U4
疾驰而过 J I2 CH IX2 EE ER2 G UO4
盲人摸象 M ANG2 R EN2 M O1 X IANG4
久病成医 J IU3 B ING4 CH ENG2 II I1
内忧外患 N EI4 II IU1 UU UAI4 H UAN4
邵阳地区 SH AO4 II IANG2 D I4 Q V1
喜形于色 X I3 X ING2 VV V2 S E4
本位主义 B EN3 UU UI4 ZH U3 II I4
轻手轻脚 Q ING1 SH OU3 Q ING1 J IAO3
妨害公务 F ANG2 H AI4 G ONG1 UU U4
物流管理 UU U4 L IU2 G UAN3 L I3
理所当然 L I3 S UO3 D ANG1 R AN2
改换门庭 G AI3 H UAN4 M EN2 T ING2
益阳地区 II I4 II IANG2 D I4 Q V1
豺狼虎豹 CH AI2 L ANG2 H U3 B AO4
群众路线 Q VN2 ZH ONG4 L U4 X IAN4
重新开机 CH ONG2 X IN1 K AI1 J I1
吃喝玩乐 CH IX1 H E1 UU UAN2 L E4
花言巧语 H UA1 II IAN2 Q IAO3 VV V3
质量保障 ZH IX4 L IANG4 B AO3 ZH ANG4
强迫劳动 Q IANG3 P O4 L AO2 D ONG4
干脆利索 G AN1 C UI4 L I4 S UO5
楼堂馆所 L OU2 T ANG2 G UAN2 S UO3
水中捞月 SH UI3 ZH ONG1 L AO1 VV VE4
至关重要 ZH IX4 G UAN1 ZH ONG4 II IAO4
重修旧好 CH ONG2 X IU1 J IU4 H AO3
薄弱环节 B O2 R UO4 H UAN2 J IE2
努力做到 N U3 L I4 Z UO4 D AO4
奉若神明 F ENG4 R UO4 SH EN2 M ING2
有识之士 II IU3 SH IX2 ZH IX1 SH IX4
发生意外 F A1 SH ENG1 II I4 UU UAI4
小亚细亚 X IAO3 II IA4 X I4 II IA4
耄耋之年 M AO4 D IE2 ZH IX1 N IAN2
混淆是非 H UN4 X IAO2 SH IX4 F EI1
拉拉扯扯 L A1 L A1 CH E3 CH E3
纸醉金迷 ZH IX3 Z UI4 J IN1 M I2
出生证明 CH U1 SH ENG1 ZH ENG4 M ING2
澳大利亚 AA AO4 D A4 L I4 II IA4
比尔盖茨 B I3 EE ER3 G AI4 C IY2
官方语言 G UAN1 F ANG1 VV V3 II IAN2
等闲之辈 D ENG3 X IAN2 ZH IX1 B EI4
大力水手 D A4 L I4 SH UI3 SH OU3
瓢泼大雨 P IAO2 P O1 D A4 VV V3
偷工减料 T OU1 G ONG1 J IAN3 L IAO4
地广人稀 D I4 G UANG3 R EN2 X I1
大手大脚 D A4 SH OU3 D A4 J IAO3
杀人如麻 SH A1 R EN2 R U2 M A2
全文检索 Q VAN2 UU UN2 J IAN3 S UO3
可怜兮兮 K E3 L IAN2 X I1 X I1
步调一致 B U4 D IAO4 II I1 ZH IX4
钢筋水泥 G ANG1 J IN1 SH UI3 N I2
白面书生 B AI2 M IAN4 SH U1 SH ENG1
欧洲联盟 OO OU1 ZH OU1 L IAN2 M ENG2
稳中求进 UU UN3 ZH ONG1 Q IU2 J IN4
进行编程 J IN4 X ING2 B IAN1 CH ENG2
打小报告 D A3 X IAO3 B AO4 G AO4
驻马店市 ZH U4 M A3 D IAN4 SH IX4
现在分词 X IAN4 Z AI4 F EN1 C IY2
毫米汞柱 H AO2 M I3 G ONG3 ZH U4
加强控制 J IA1 Q IANG2 K ONG4 ZH IX4
鹤立鸡群 H E4 L I4 J I1 Q VN2
快乐幸福 K UAI4 L E4 X ING4 F U2
迎头赶上 II ING2 T OU2 G AN3 SH ANG4
名义账户 M ING2 II I4 ZH ANG4 H U4
强硬立场 Q IANG2 II ING4 L I4 CH ANG3
激进主义 J I1 J IN4 ZH U3 II I4
民脂民膏 M IN2 ZH IX1 M IN2 G AO1
羽翼丰满 VV V3 II I4 F ENG1 M AN3
核反应堆 H E2 F AN3 II ING4 D UI1
担惊受怕 D AN1 J ING1 SH OU4 P A4
厉兵秣马 L I4 B ING1 M O4 M A3
喀什噶尔 K A1 SH IX2 G A2 EE ER3
发愤图强 F A1 F EN4 T U2 Q IANG2
从天而降 C ONG2 T IAN1 EE ER2 J IANG4
堆龙德庆 D UI1 L ONG2 D E2 Q ING4
喜马拉雅 X I3 M A3 L A1 II IA3
严重后果 II IAN2 ZH ONG4 H OU4 G UO3
霸王别姬 B A4 UU UANG2 B IE2 J I1
高耸入云 G AO1 S ONG3 R U4 VV VN2
颐指气使 II I2 ZH IX3 Q I4 SH IX3
富国强兵 F U4 G UO2 Q IANG2 B ING1
生气盎然 SH ENG1 Q I4 AA ANG4 R AN2
深得民心 SH EN1 D E2 M IN2 X IN1
铜仁地区 T ONG2 R EN2 D I4 Q V1
和盘托出 H E2 P AN2 T UO1 CH U1
心狠手辣 X IN1 H EN3 SH OU3 L A4
风声鹤唳 F ENG1 SH ENG1 H E4 L I4
高矮胖瘦 G AO1 AA AI3 P ANG4 SH OU4
倒果为因 D AO4 G UO3 UU UI2 II IN1
独木难支 D U2 M U4 N AN2 ZH IX1
同心同德 T ONG2 X IN1 T ONG2 D E2
提前投票 T I2 Q IAN2 T OU2 P IAO4
惊心动魄 J ING1 X IN1 D ONG4 P O4
氧乙炔焊 II IANG3 II I3 Q VE1 H AN4
风土人情 F ENG1 T U3 R EN2 Q ING2
犹未为晚 II IU2 UU UI4 UU UI2 UU UAN3
塞浦路斯 S AI4 P U3 L U4 S IY1
小营盘镇 X IAO3 II ING2 P AN2 ZH EN4
免费搭车 M IAN3 F EI4 D A1 CH E1
井陉矿区 J ING3 X ING2 K UANG4 Q V1
夏威夷果 X IA4 UU UI1 II I2 G UO3
全知全能 Q VAN2 ZH IX1 Q VAN2 N ENG2
百尺竿头 B AI3 CH IX3 G AN1 T OU2
各自为政 G E4 Z IY4 UU UI2 ZH ENG4
虚拟网络 X V1 N I3 UU UANG3 L UO4
生死有命 SH ENG1 S IY3 II IU3 M ING4
偃旗息鼓 II IAN3 Q I2 X I1 G U3
圣克鲁斯 SH ENG4 K E4 L U3 S IY1
马革裹尸 M A3 G E2 G UO3 SH IX1
外出访问 UU UAI4 CH U1 F ANG3 UU UN4
聚沙成塔 J V4 SH A1 CH ENG2 T A3
北斗七星 B EI3 D OU3 Q I1 X ING1
中小企业 ZH ONG1 X IAO3 Q I3 II IE4
基因改造 J I1 II IN1 G AI3 Z AO4
夸大其词 K UA1 D A4 Q I2 C IY2
VISA UU UI1 S A5
兴高彩烈 X ING4 G AO1 C AI3 L IE4
相机而动 X IANG4 J I1 EE ER2 D ONG4
讨好卖乖 T AO3 H AO3 M AI4 G UAI1
迎接挑战 II ING2 J IE1 T IAO3 ZH AN4
全身而退 Q VAN2 SH EN1 EE ER2 T UI4
痛哭流涕 T ONG4 K U1 L IU2 T I4
绚丽多彩 X VAN4 L I4 D UO1 C AI3
艰苦奋斗 J IAN1 K U3 F EN4 D OU4
过敏反应 G UO4 M IN3 F AN3 II ING4
精密陶瓷 J ING1 M I4 T AO2 C IY2
经济体制 J ING1 J I4 T I3 ZH IX4
擅离职守 SH AN4 L I2 ZH IX2 SH OU3
有限公司 II IU3 X IAN4 G ONG1 S IY1
航空母舰 H ANG2 K ONG1 M U3 J IAN4
终身监禁 ZH ONG1 SH EN1 J IAN1 J IN4
文化障碍 UU UN2 H UA4 ZH ANG4 AA AI4
大日如来 D A4 R IZ4 R U2 L AI2
高朋满座 G AO1 P ENG2 M AN3 Z UO4
构造运动 G OU4 Z AO4 VV VN4 D ONG4
窥豹一斑 K UI1 B AO4 II I1 B AN1
游客止步 II IU2 K E4 ZH IX3 B U4
开山祖师 K AI1 SH AN1 Z U3 SH IX1
胆大心细 D AN3 D A4 X IN1 X I4
没皮没脸 M EI2 P I2 M EI2 L IAN3
尺短寸长 CH IX3 D UAN3 C UN4 CH ANG2
面目可憎 M IAN4 M U4 K E3 Z ENG1
重见天日 CH ONG2 J IAN4 T IAN1 R IZ4
京广铁路 J ING1 G UANG3 T IE3 L U4
迫在眉睫 P O4 Z AI4 M EI2 J IE2
价值规律 J IA4 ZH IX2 G UI1 L V4
如影随形 R U2 II ING3 S UI2 X ING2
南宁地区 N AN2 N ING2 D I4 Q V1
吐鲁番市 T U3 L U3 F AN1 SH IX4
降落地点 J IANG4 L UO4 D I4 D IAN3
无时无刻 UU U2 SH IX2 UU U2 K E4
鳞次栉比 L IN2 C IY4 ZH IX4 B I3
形形色色 X ING2 X ING2 S E4 S E4
燃气电厂 R AN2 Q I4 D IAN4 CH ANG3
沉默是金 CH EN2 M O4 SH IX4 J IN1
险象环生 X IAN3 X IANG4 H UAN2 SH ENG1
龙生九子 L ONG2 SH ENG1 J IU3 Z IY3
套筒扳手 T AO4 T ONG3 B AN1 SH OU3
最后通牒 Z UI4 H OU4 T ONG1 D IE2
POLO P OU1 L OU5
塞万提斯 S AI1 UU UAN4 T I2 S IY1
外强中干 UU UAI4 Q IANG2 ZH ONG1 G AN1
以权谋私 II I3 Q VAN2 M OU2 S IY1
井冈山市 J ING3 G ANG1 SH AN1 SH IX4
冒险主义 M AO4 X IAN3 ZH U3 II I4
忽明忽暗 H U1 M ING2 H U1 AA AN4
宜昌地区 II I2 CH ANG1 D I4 Q V1
长足进步 CH ANG2 Z U2 J IN4 B U4
沉船事故 CH EN2 CH UAN2 SH IX4 G U4
未雨绸缪 UU UI4 VV V3 CH OU2 M OU2
经济制度 J ING1 J I4 ZH IX4 D U4
生态系统 SH ENG1 T AI4 X I4 T ONG3
心如止水 X IN1 R U2 ZH IX3 SH UI3
电子工程 D IAN4 Z IY3 G ONG1 CH ENG2
大大方方 D A4 D A4 F ANG1 F ANG1
空中楼阁 K ONG1 ZH ONG1 L OU2 G E2
行政总厨 X ING2 ZH ENG4 Z ONG3 CH U2
常问问题 CH ANG2 UU UN4 UU UN4 T I2
荒淫无耻 H UANG1 II IN2 UU U2 CH IX3
西装革履 X I1 ZH UANG1 G E2 L V3
臭气熏天 CH OU4 Q I4 X VN1 T IAN1
跌跌撞撞 D IE1 D IE5 ZH UANG4 ZH UANG4
打成一片 D A3 CH ENG2 II I1 P IAN4
冤家对头 VV VAN1 J IA1 D UI4 T OU2
总领事馆 Z ONG3 L ING3 SH IX4 G UAN3
背景虚化 B EI4 J ING3 X V1 H UA4
荣归故里 R ONG2 G UI1 G U4 L I3
居功自傲 J V1 G ONG1 Z IY4 AA AO4
旁门左道 P ANG2 M EN2 Z UO3 D AO4
无依无靠 UU U2 II I1 UU U2 K AO4
诉讼时效 S U4 S ONG4 SH IX2 X IAO4
鞠躬尽瘁 J V1 G ONG1 J IN4 C UI4
港英政府 G ANG3 II ING1 ZH ENG4 F U3
兰斯洛特 L AN2 S IY1 L UO4 T E4
桌椅板凳 ZH UO1 II I3 B AN3 D ENG4
假公济私 J IA3 G ONG1 J I4 S IY1
事倍功半 SH IX4 B EI4 G ONG1 B AN4
远未解决 VV VAN3 UU UI4 J IE3 J VE2
人见人爱 R EN2 J IAN4 R EN2 AA AI4
是非曲直 SH IX4 F EI1 Q V1 ZH IX2
物是人非 UU U4 SH IX4 R EN2 F EI1
稳操胜券 UU UN3 C AO1 SH ENG4 Q VAN4
伤痕累累 SH ANG1 H EN2 L EI3 L EI3
姑息遗患 G U1 X I1 II I2 H UAN4
开卷有益 K AI1 J VAN4 II IU3 II I4
阿拉木图 AA A1 L A1 M U4 T U2
老弱病残 L AO3 R UO4 B ING4 C AN2
约定俗成 VV VE1 D ING4 S U2 CH ENG2
火烧火燎 H UO3 SH AO1 H UO3 L IAO2
孝感地区 X IAO4 G AN3 D I4 Q V1
开诚布公 K AI1 CH ENG2 B U4 G ONG1
萨摩耶犬 S A4 M O2 II IE1 Q VAN3
现身说法 X IAN4 SH EN1 SH UO1 F A3
山高水险 SH AN1 G AO1 SH UI3 X IAN3
小菜一碟 X IAO3 C AI4 II I1 D IE2
传输控制 CH UAN2 SH U1 K ONG4 ZH IX4
拒之门外 J V4 ZH IX1 M EN2 UU UAI4
循环论证 X VN2 H UAN2 L UN4 ZH ENG4
大脑皮层 D A4 N AO3 P I2 C ENG2
COME K ANG4 M U5
货运卡车 H UO4 VV VN4 K A3 CH E1
核能技术 H E2 N ENG2 J I4 SH U4
低空飞过 D I1 K ONG1 F EI1 G UO4
龙马潭区 L ONG2 M A3 T AN2 Q V1
鱼水之欢 VV V2 SH UI3 ZH IX1 H UAN1
信用评级 X IN4 II IONG4 P ING2 J I2
声名大噪 SH ENG1 M ING2 D A4 Z AO4
印第安人 II IN4 D I4 AA AN1 R EN2
奄奄一息 II IAN3 II IAN3 II I1 X I1
亚欧大陆 II IA4 OO OU1 D A4 L U4
痴人说梦 CH IX1 R EN2 SH UO1 M ENG4
弱势群体 R UO4 SH IX4 Q VN2 T I3
乌兰巴托 UU U1 L AN2 B A1 T UO1
应急状态 II ING1 J I2 ZH UANG4 T AI4
完全懂得 UU UAN2 Q VAN2 D ONG3 D E5
圣卢西亚 SH ENG4 L U2 X I1 II IA4
教学机构 J IAO4 X VE2 J I1 G OU4
夫唱妇随 F U1 CH ANG4 F U4 S UI2
核发电厂 H E2 F A1 D IAN4 CH ANG3
虚虚实实 X V1 X V1 SH IX2 SH IX2
打击乐器 D A3 J I1 VV VE4 Q I4
凤毛麟角 F ENG4 M AO2 L IN2 J IAO3
反恐精英 F AN3 K ONG3 J ING1 II ING1
敝帚自珍 B I4 ZH OU3 Z IY4 ZH EN1
循循善诱 X VN2 X VN2 SH AN4 II IU4
千军万马 Q IAN1 J VN1 UU UAN4 M A3
水土保持 SH UI3 T U3 B AO3 CH IX2
行政命令 X ING2 ZH ENG4 M ING4 L ING4
国共两党 G UO2 G ONG4 L IANG3 D ANG3
老爷们儿 L AO3 II IE2 M EN5 EE ER2
钻牛角尖 Z UAN1 N IU2 J IAO3 J IAN1
咄咄怪事 D UO1 D UO1 G UAI4 SH IX4
官运亨通 G UAN1 VV VN4 H ENG1 T ONG1
自上而下 Z IY4 SH ANG4 EE ER2 X IA4
自以为是 Z IY4 II I3 UU UI2 SH IX4
共青团员 G ONG4 Q ING1 T UAN2 VV VAN2
女权主义 N V3 Q VAN2 ZH U3 II I4
大获全胜 D A4 H UO4 Q VAN2 SH ENG4
千里迢迢 Q IAN1 L I3 T IAO2 T IAO2
披荆斩棘 P I1 J ING1 ZH AN3 J I2
舍生取义 SH E3 SH ENG1 Q V3 II I4
烟草公司 II IAN1 C AO3 G ONG1 S IY1
自觉自愿 Z IY4 J VE2 Z IY4 VV VAN4
因材施教 II IN1 C AI2 SH IX1 J IAO4
乐在其中 L E4 Z AI4 Q I2 ZH ONG1
愚昧无知 VV V2 M EI4 UU U2 ZH IX1
立竿见影 L I4 G AN1 J IAN4 II ING3
汽车号牌 Q I4 CH E1 H AO4 P AI2
乘虚而入 CH ENG2 X V1 EE ER2 R U4
转圜余地 ZH UAN3 H UAN2 VV V2 D I4
云消雾散 VV VN2 X IAO1 UU U4 S AN4
反躬自问 F AN3 G ONG1 Z IY4 UU UN4
人心向背 R EN2 X IN1 X IANG4 B EI4
抗抑郁药 K ANG4 II I4 VV V4 II IAO4
西班牙文 X I1 B AN1 II IA2 UU UN2
合成语音 H E2 CH ENG2 VV V3 II IN1
顾此失彼 G U4 C IY3 SH IX1 B I3
留芳千古 L IU2 F ANG1 Q IAN1 G U3
瓜田李下 G UA1 T IAN2 L I3 X IA4
公安机关 G ONG1 AA AN1 J I1 G UAN1
总统任期 Z ONG3 T ONG3 R EN4 Q I1
形象大使 X ING2 X IANG4 D A4 SH IX3
高枕无忧 G AO1 ZH EN3 UU U2 II IU1
再三再四 Z AI4 S AN1 Z AI4 S IY4
拖延时间 T UO1 II IAN2 SH IX2 J IAN1
希尔伯特 X I1 EE ER3 B O2 T E4
酒泉地区 J IU3 Q VAN2 D I4 Q V1
势如破竹 SH IX4 R U2 P O4 ZH U2
星际旅行 X ING1 J I4 L V3 X ING2
巴林右旗 B A1 L IN2 II IU4 Q I2
漫无目的 M AN4 UU U2 M U4 D I4
临阵脱逃 L IN2 ZH EN4 T UO1 T AO2
安民告示 AA AN1 M IN2 G AO4 SH IX4
